course_number,weekday,room,note,exam,test,tutorium,room_id,start_time,end_time,room_capacity,calendar_week
531.160,Mo.,MT 127,,False,False,False,-1,2024-03-18 10:15:00,2024-03-18 11:45:00,-1,12
531.160,Di.,MT 226,,False,False,False,-1,2024-03-19 08:30:00,2024-03-19 09:15:00,-1,12
531.160,Mo.,MT 127,,False,False,False,-1,2024-04-08 10:15:00,2024-04-08 11:45:00,-1,15
531.160,Mo.,S3 047,Tutorium,False,False,True,-1,2024-04-08 15:30:00,2024-04-08 17:00:00,-1,15
531.160,Di.,MT 226,,False,False,False,-1,2024-04-09 08:30:00,2024-04-09 09:15:00,-1,15
531.160,Mo.,MT 127,,False,False,False,-1,2024-04-15 10:15:00,2024-04-15 11:45:00,-1,16
531.160,Mo.,S3 047,Tutorium,False,False,True,-1,2024-04-15 15:30:00,2024-04-15 17:00:00,-1,16
531.160,Di.,MT 226,,False,False,False,-1,2024-04-16 08:30:00,2024-04-16 09:15:00,-1,16
531.160,Mo.,MT 127,,False,False,False,-1,2024-04-22 10:15:00,2024-04-22 11:45:00,-1,17
531.160,Mo.,S3 047,Tutorium,False,False,True,-1,2024-04-22 15:30:00,2024-04-22 17:00:00,-1,17
531.160,Di.,MT 226,,False,False,False,-1,2024-04-23 08:30:00,2024-04-23 09:15:00,-1,17
531.160,Mo.,MT 127,,False,False,False,-1,2024-04-29 10:15:00,2024-04-29 11:45:00,-1,18
531.160,Mo.,S3 047,Tutorium,False,False,True,-1,2024-04-29 15:30:00,2024-04-29 17:00:00,-1,18
531.160,Di.,MT 226,,False,False,False,-1,2024-04-30 08:30:00,2024-04-30 09:15:00,-1,18
531.160,Mo.,MT 127,,False,False,False,-1,2024-05-06 10:15:00,2024-05-06 11:45:00,-1,19
531.160,Mo.,S3 047,Tutorium,False,False,True,-1,2024-05-06 15:30:00,2024-05-06 17:00:00,-1,19
531.160,Di.,MT 226,,False,False,False,-1,2024-05-07 08:30:00,2024-05-07 09:15:00,-1,19
531.160,Mo.,MT 127,,False,False,False,-1,2024-05-13 10:15:00,2024-05-13 11:45:00,-1,20
531.160,Mo.,S3 047,Tutorium,False,False,True,-1,2024-05-13 15:30:00,2024-05-13 17:00:00,-1,20
531.160,Di.,MT 226,,False,False,False,-1,2024-05-14 08:30:00,2024-05-14 09:15:00,-1,20
531.160,Mo.,MT 127,,False,False,False,-1,2024-05-27 10:15:00,2024-05-27 11:45:00,-1,22
531.160,Mo.,S3 047,Tutorium,False,False,True,-1,2024-05-27 15:30:00,2024-05-27 17:00:00,-1,22
531.160,Di.,MT 226,,False,False,False,-1,2024-05-28 08:30:00,2024-05-28 09:15:00,-1,22
531.160,Mo.,MT 127,,False,False,False,-1,2024-06-03 10:15:00,2024-06-03 11:45:00,-1,23
531.160,Mo.,S3 047,Tutorium,False,False,True,-1,2024-06-03 15:30:00,2024-06-03 17:00:00,-1,23
531.160,Di.,MT 226,,False,False,False,-1,2024-06-04 08:30:00,2024-06-04 09:15:00,-1,23
531.160,Mo.,MT 127,,False,False,False,-1,2024-06-10 10:15:00,2024-06-10 11:45:00,-1,24
531.160,Mo.,S3 047,Tutorium,False,False,True,-1,2024-06-10 15:30:00,2024-06-10 17:00:00,-1,24
531.160,Di.,MT 226,,False,False,False,-1,2024-06-11 08:30:00,2024-06-11 09:15:00,-1,24
531.160,Mo.,MT 127,,False,False,False,-1,2024-06-17 10:15:00,2024-06-17 11:45:00,-1,25
531.160,Mo.,S3 047,Tutorium,False,False,True,-1,2024-06-17 15:30:00,2024-06-17 17:00:00,-1,25
531.160,Di.,MT 226,,False,False,False,-1,2024-06-18 08:30:00,2024-06-18 09:15:00,-1,25
531.160,Mo.,MT 127,,False,False,False,-1,2024-06-24 10:15:00,2024-06-24 11:45:00,-1,26
531.160,Mo.,S3 047,Tutorium,False,False,True,-1,2024-06-24 15:30:00,2024-06-24 17:00:00,-1,26
531.160,Di.,MT 226,,False,False,False,-1,2024-06-25 08:30:00,2024-06-25 09:15:00,-1,26
531.160,Di.,HS 18,,False,False,False,0,2024-07-02 10:15:00,2024-07-02 11:45:00,164,27
531.160,Di.,HS 10,Klausur,True,False,False,-1,2024-09-17 10:15:00,2024-09-17 11:45:00,-1,38
531.160,Mi.,K 153C,Klausur,True,False,False,-1,2024-10-23 08:30:00,2024-10-23 10:00:00,-1,43
239.141,Di.,HS 15,,False,False,False,-1,2024-03-12 13:45:00,2024-03-12 15:15:00,-1,11
239.141,Mi.,HS 19,,False,False,False,1,2024-03-13 08:30:00,2024-03-13 10:00:00,152,11
239.141,Mi.,HS 19,,False,False,False,1,2024-03-20 08:30:00,2024-03-20 10:00:00,152,12
239.141,Di.,HS 15,,False,False,False,-1,2024-04-16 13:45:00,2024-04-16 15:15:00,-1,16
239.141,Di.,HS 15,,False,False,False,-1,2024-04-23 13:45:00,2024-04-23 15:15:00,-1,17
239.141,Di.,HS 15,Zoom link: https://jku.zoom.us/j/93861824910?pwd=amZaK0lBR25hZkZHQnM3UFFxQzdLZz09,True,False,False,-1,2024-04-30 13:45:00,2024-04-30 15:15:00,-1,18
239.141,Di.,HS 15,,False,False,False,-1,2024-05-07 13:45:00,2024-05-07 15:15:00,-1,19
239.141,Di.,HS 15,,False,False,False,-1,2024-05-14 13:45:00,2024-05-14 15:15:00,-1,20
239.141,Di.,HS 15,,False,False,False,-1,2024-05-28 13:45:00,2024-05-28 15:15:00,-1,22
239.141,Di.,HS 15,Zoom link: https://jku.zoom.us/j/93861824910?pwd=amZaK0lBR25hZkZHQnM3UFFxQzdLZz09,True,False,False,-1,2024-06-04 13:45:00,2024-06-04 15:15:00,-1,23
239.141,Di.,HS 15,,False,False,False,-1,2024-06-11 13:45:00,2024-06-11 15:15:00,-1,24
239.141,Di.,HS 15,,False,False,False,-1,2024-06-18 13:45:00,2024-06-18 15:15:00,-1,25
239.141,Di.,HS 7,Final exam; last names beginning with E-Z,True,False,False,-1,2024-06-25 13:45:00,2024-06-25 15:15:00,-1,26
239.141,Di.,K 269D,Final exam; last names beginning with A-D,True,False,False,-1,2024-06-25 13:45:00,2024-06-25 15:15:00,-1,26
239.141,Mi.,HS 18,NK,True,False,False,0,2024-07-10 13:45:00,2024-07-10 15:15:00,164,28
239.141,Mi.,HS 4,NK,True,False,False,-1,2024-09-04 12:00:00,2024-09-04 13:30:00,-1,36
376.027,Mo.,HS 12,LV Ende: 16:00 Uhr,False,False,False,-1,2024-04-08 13:45:00,2024-04-08 16:15:00,-1,15
376.027,Mo.,K 001A,LV Ende: 16:00 Uhr,False,False,False,-1,2024-04-15 13:45:00,2024-04-15 16:15:00,-1,16
376.027,Mo.,HS 11,LV Ende: 16:00 Uhr,False,False,False,-1,2024-04-22 13:45:00,2024-04-22 16:15:00,-1,17
376.027,Mo.,HS 14,LV Ende: 16:00 Uhr,False,False,False,-1,2024-04-29 13:45:00,2024-04-29 16:15:00,-1,18
376.027,Mo.,HS 16,EXAM,True,False,False,-1,2024-06-03 13:45:00,2024-06-03 15:15:00,-1,23
376.027,Mo.,HS 18,EXAM,True,False,False,0,2024-08-26 10:15:00,2024-08-26 11:45:00,164,35
376.027,Mo.,HS 8,EXAM,True,False,False,-1,2024-09-16 10:15:00,2024-09-16 11:45:00,-1,38
257.350,Do.,S4 025,gemeinsam mit Vorlesung,False,False,False,-1,2024-03-07 13:45:00,2024-03-07 15:15:00,-1,10
257.350,Do.,HS 18,,False,False,False,0,2024-03-21 15:30:00,2024-03-21 17:00:00,164,12
257.350,Do.,BA 9911,,False,False,False,-1,2024-04-11 15:30:00,2024-04-11 17:00:00,-1,15
257.350,Do.,S2 120,,False,False,False,-1,2024-04-25 15:30:00,2024-04-25 17:00:00,-1,17
257.350,Do.,S2 219,,False,False,False,-1,2024-05-02 15:30:00,2024-05-02 17:00:00,-1,18
257.350,Do.,BA 9910,,False,False,False,-1,2024-05-16 15:30:00,2024-05-16 17:00:00,-1,20
257.350,Do.,BA 9910,,False,False,False,-1,2024-05-23 15:30:00,2024-05-23 17:00:00,-1,21
257.350,Do.,BA 9910,,False,False,False,-1,2024-06-06 15:30:00,2024-06-06 17:00:00,-1,23
257.350,Do.,BA 9910,,False,False,False,-1,2024-06-13 15:30:00,2024-06-13 17:00:00,-1,24
257.350,Do.,S2 059,,False,False,False,-1,2024-06-20 15:30:00,2024-06-20 17:00:00,-1,25
257.350,Do.,S3 - 102,,False,False,False,-1,2024-06-27 11:00:00,2024-06-27 15:00:00,-1,26
257.320,Do.,S4 025,,False,False,False,-1,2024-03-07 13:45:00,2024-03-07 15:15:00,-1,10
257.320,Do.,HS 5,,False,False,False,-1,2024-03-14 13:45:00,2024-03-14 15:15:00,-1,11
257.320,Do.,HS 18,,False,False,False,0,2024-03-21 13:45:00,2024-03-21 15:15:00,164,12
257.320,Do.,BA 9910,,False,False,False,-1,2024-04-11 13:45:00,2024-04-11 15:15:00,-1,15
257.320,Do.,S3 055,,False,False,False,-1,2024-04-25 13:45:00,2024-04-25 15:15:00,-1,17
257.320,Do.,S2 219,,False,False,False,-1,2024-05-02 13:45:00,2024-05-02 15:15:00,-1,18
257.320,Do.,BA 9910,,False,False,False,-1,2024-05-16 13:45:00,2024-05-16 15:15:00,-1,20
257.320,Do.,BA 9910,,False,False,False,-1,2024-05-23 13:45:00,2024-05-23 15:15:00,-1,21
257.320,Do.,BA 9910,,False,False,False,-1,2024-06-06 13:45:00,2024-06-06 15:15:00,-1,23
257.320,Do.,BA 9910,,False,False,False,-1,2024-06-13 13:45:00,2024-06-13 15:15:00,-1,24
257.320,Do.,HS 5,Klausur,True,False,False,-1,2024-06-20 13:45:00,2024-06-20 15:15:00,-1,25
257.320,Do.,S3 055,Nachklausur,True,False,False,-1,2024-07-04 13:45:00,2024-07-04 15:15:00,-1,27
364.000,Di.,HS 18,Introduction and Course Overview,False,False,False,0,2024-03-05 13:45:00,2024-03-05 15:15:00,164,10
364.000,Di.,HS 18,Transformations and Projections,False,False,False,0,2024-03-12 13:45:00,2024-03-12 15:15:00,164,11
364.000,Di.,HS 18,Raster Algorithms and Depth Handling,False,False,False,0,2024-03-19 13:45:00,2024-03-19 15:15:00,164,12
364.000,Di.,HS 18,Local Shading and Illumination,False,False,False,0,2024-04-09 13:45:00,2024-04-09 15:15:00,164,15
364.000,Di.,HS 18,Texture Mapping Basics,False,False,False,0,2024-04-16 13:45:00,2024-04-16 15:15:00,164,16
364.000,Di.,HS 18,Advanced Texture Mapping & Graphics Pipelines,False,False,False,0,2024-04-23 13:45:00,2024-04-23 15:15:00,164,17
364.000,Di.,HS 18,Intermediate Exam,True,False,False,0,2024-04-30 13:45:00,2024-04-30 15:15:00,164,18
364.000,Di.,HS 18,Global Illumination I: Raytracing,False,False,False,0,2024-05-07 13:45:00,2024-05-07 15:15:00,164,19
364.000,Di.,HS 18,Global Illumination II: Radiosity,False,False,False,0,2024-05-14 13:45:00,2024-05-14 15:15:00,164,20
364.000,Di.,HS 18,Volume Rendering,False,False,False,0,2024-05-28 13:45:00,2024-05-28 15:15:00,164,22
364.000,Di.,HS 18,Scientific Data Visualization,False,False,False,0,2024-06-04 13:45:00,2024-06-04 15:15:00,164,23
364.000,Di.,HS 18,Curves and Surfaces,False,False,False,0,2024-06-11 13:45:00,2024-06-11 15:15:00,164,24
364.000,Di.,HS 18,Basics of Animation,False,False,False,0,2024-06-18 13:45:00,2024-06-18 15:15:00,164,25
364.000,Di.,HS 18,Final Exam,True,False,False,0,2024-06-25 13:45:00,2024-06-25 15:15:00,164,26
364.000,Di.,HS 19,Retry Exam,True,False,False,1,2024-10-01 13:45:00,2024-10-01 15:15:00,152,40
258.300,Mi.,HS 18,"DKE: Introduction,  DBS: Concurrency Control",False,False,False,0,2024-03-06 12:00:00,2024-03-06 13:30:00,164,10
258.300,Mi.,HS 18,"DBS: Recovery, Query Optimization",False,False,False,0,2024-03-13 12:00:00,2024-03-13 13:30:00,164,11
258.300,Mi.,HS 18,DBS: OO & OR DBS,False,False,False,0,2024-03-20 12:00:00,2024-03-20 13:30:00,164,12
258.300,Mi.,HS 18,DBS: Distributed DBS,False,False,False,0,2024-04-10 12:00:00,2024-04-10 13:30:00,164,15
258.300,Mi.,HS 18,DBS: Fortsetzung Distributed DBS;  NoSQL Stores and NewSQL DBMS,False,False,False,0,2024-04-17 12:00:00,2024-04-17 13:30:00,164,16
258.300,Mi.,HS 18,"WebIS: XML, DBS: Temporal DBS",False,False,False,0,2024-04-24 12:00:00,2024-04-24 13:30:00,164,17
258.300,Mi.,HS 18,DBS: Active DBS and BREs,False,False,False,0,2024-05-08 12:00:00,2024-05-08 13:30:00,164,19
258.300,Mi.,HS 18,DBS: Deductive DBS; KBS: Introduction,False,False,False,0,2024-05-15 12:00:00,2024-05-15 13:30:00,164,20
258.300,Mi.,HS 18,"KBS: Logic-based Knowl. Repr & Reas, Heuristic Search, Gen. Algo.",False,False,False,0,2024-05-22 12:00:00,2024-05-22 13:30:00,164,21
258.300,Mi.,LP B045,"1. Teiltest (Computerprüfung, Life Science Park, Zunamen: A - L)",True,True,False,-1,2024-05-22 18:00:00,2024-05-22 19:15:00,-1,21
258.300,Mi.,LP B132,"1. Teiltest (Computerprüfung, Life Science Park, Zunamen: M - Z)",True,True,False,-1,2024-05-22 18:00:00,2024-05-22 19:15:00,-1,21
258.300,Mi.,HS 18,"KBS: Constraint Satisfaction,  Artificial Neural Nets",False,False,False,0,2024-05-29 12:00:00,2024-05-29 13:30:00,164,22
258.300,Mi.,HS 18,WebIS: Semantic Web,False,False,False,0,2024-06-05 12:00:00,2024-06-05 13:30:00,164,23
258.300,Mi.,HS 18,BI: Data Warehousing,False,False,False,0,2024-06-12 12:00:00,2024-06-12 13:30:00,164,24
258.300,Mi.,HS 18,BI: Data Mining,False,False,False,0,2024-06-19 12:00:00,2024-06-19 13:30:00,164,25
258.300,Mi.,HS 18,(Reservetermin),False,False,False,0,2024-06-26 12:00:00,2024-06-26 13:30:00,164,26
258.300,Di.,LP B045,"2. Teiltest (Computerprüfung, Life Science Park, Zunamen: A - L)",True,True,False,-1,2024-07-02 18:00:00,2024-07-02 19:15:00,-1,27
258.300,Di.,LP B132,"2. Teiltest (Computerprüfung, Life Science Park, Zunamen: M - Z)",True,True,False,-1,2024-07-02 18:00:00,2024-07-02 19:15:00,-1,27
258.300,Mo.,LP B132,"Nachklausur (Computerprüfung, Life Science Park, Zunamen: A - J)",True,False,False,-1,2024-09-30 15:30:00,2024-09-30 18:30:00,-1,40
258.300,Mo.,LP B243,"Nachklausur (Computerprüfung, Life Science Park, Zunamen: K - Z)",True,False,False,-1,2024-09-30 15:30:00,2024-09-30 18:30:00,-1,40
258.300,Di.,LP B045,"2. Nachklausur (Computerprüfung, Life Science Park)",True,False,False,-1,2025-02-04 15:30:00,2025-02-04 18:30:00,-1,6
258.410,Mo.,HS 18,Kick-off,False,False,False,0,2024-03-04 12:00:00,2024-03-04 13:30:00,164,10
258.410,Mo.,HS 18,Knowledge Discovery from Data,False,False,False,0,2024-03-11 12:00:00,2024-03-11 13:30:00,164,11
258.410,Mo.,HS 18,"Data, Measurements, and Data Preprocessing",False,False,False,0,2024-03-18 12:00:00,2024-03-18 13:30:00,164,12
258.410,Mo.,HS 18,Pattern Mining,False,False,False,0,2024-04-08 12:00:00,2024-04-08 13:30:00,164,15
258.410,Mo.,HS 18,Classification,False,False,False,0,2024-04-15 12:00:00,2024-04-15 13:30:00,164,16
258.410,Mo.,HS 18,Cluster Analysis / Outlier Detection,False,False,False,0,2024-04-22 12:00:00,2024-04-22 13:30:00,164,17
258.410,Mo.,HS 18,Q & A / Exam Preparation,True,False,False,0,2024-04-29 12:00:00,2024-04-29 13:30:00,164,18
258.410,Mo.,HS 1,Midterm Exam,True,False,False,-1,2024-05-06 17:15:00,2024-05-06 18:45:00,-1,19
258.410,Mo.,HS 18,Deep Learning,False,False,False,0,2024-05-13 12:00:00,2024-05-13 13:30:00,164,20
258.410,Mo.,HS 18,Text Mining and Natural Language Processing,False,False,False,0,2024-05-27 12:00:00,2024-05-27 13:30:00,164,22
258.410,Mo.,HS 18,Web and Graph Mining,False,False,False,0,2024-06-03 12:00:00,2024-06-03 13:30:00,164,23
258.410,Mo.,HS 18,Process Mining / Time Series Analysis,False,False,False,0,2024-06-10 12:00:00,2024-06-10 13:30:00,164,24
258.410,Mo.,HS 18,Q & A / Exam Preparation,True,False,False,0,2024-06-17 12:00:00,2024-06-17 13:30:00,164,25
258.410,Mo.,HS 1,Final Exam,True,False,False,-1,2024-06-24 19:00:00,2024-06-24 20:30:00,-1,26
258.410,Mo.,HS 1,Resit Exam,True,False,False,-1,2024-09-30 18:00:00,2024-09-30 20:30:00,-1,40
371.000,Do.,HS 18,,False,False,False,0,2024-03-07 08:30:00,2024-03-07 10:00:00,164,10
371.000,Mi.,HS 18,,False,False,False,0,2024-03-13 08:30:00,2024-03-13 10:00:00,164,11
371.000,Do.,HS 18,,False,False,False,0,2024-03-14 08:30:00,2024-03-14 10:00:00,164,11
371.000,Mi.,HS 18,,False,False,False,0,2024-03-20 08:30:00,2024-03-20 10:00:00,164,12
371.000,Do.,HS 18,,False,False,False,0,2024-03-21 08:30:00,2024-03-21 10:00:00,164,12
371.000,Mi.,HS 18,,False,False,False,0,2024-04-10 08:30:00,2024-04-10 10:00:00,164,15
371.000,Do.,HS 18,,False,False,False,0,2024-04-11 08:30:00,2024-04-11 10:00:00,164,15
371.000,Mi.,HS 18,,False,False,False,0,2024-04-17 08:30:00,2024-04-17 10:00:00,164,16
371.000,Do.,HS 18,,False,False,False,0,2024-04-18 08:30:00,2024-04-18 10:00:00,164,16
371.000,Mi.,HS 18,,False,False,False,0,2024-04-24 08:30:00,2024-04-24 10:00:00,164,17
371.000,Do.,HS 18,,False,False,False,0,2024-04-25 08:30:00,2024-04-25 10:00:00,164,17
371.000,Do.,HS 18,,False,False,False,0,2024-05-02 08:30:00,2024-05-02 10:00:00,164,18
371.000,Mi.,HS 18,,False,False,False,0,2024-05-08 08:30:00,2024-05-08 10:00:00,164,19
371.000,Mi.,HS 18,,False,False,False,0,2024-05-15 08:30:00,2024-05-15 10:00:00,164,20
371.000,Do.,HS 18,,False,False,False,0,2024-05-16 08:30:00,2024-05-16 10:00:00,164,20
371.000,Mi.,HS 18,,False,False,False,0,2024-05-22 08:30:00,2024-05-22 10:00:00,164,21
371.000,Do.,HS 18,,False,False,False,0,2024-05-23 08:30:00,2024-05-23 10:00:00,164,21
371.000,Mi.,HS 18,,False,False,False,0,2024-05-29 08:30:00,2024-05-29 10:00:00,164,22
371.000,Mi.,HS 18,,False,False,False,0,2024-06-05 08:30:00,2024-06-05 10:00:00,164,23
371.000,Do.,HS 18,,False,False,False,0,2024-06-06 08:30:00,2024-06-06 10:00:00,164,23
371.000,Mi.,HS 18,,False,False,False,0,2024-06-12 08:30:00,2024-06-12 10:00:00,164,24
371.000,Do.,HS 18,,False,False,False,0,2024-06-13 08:30:00,2024-06-13 10:00:00,164,24
371.000,Mi.,HS 18,,False,False,False,0,2024-06-19 08:30:00,2024-06-19 10:00:00,164,25
371.000,Do.,HS 18,,False,False,False,0,2024-06-20 08:30:00,2024-06-20 10:00:00,164,25
371.000,Mi.,HS 18,,False,False,False,0,2024-06-26 08:30:00,2024-06-26 10:00:00,164,26
371.000,Do.,HS 18,,False,False,False,0,2024-06-27 08:30:00,2024-06-27 10:00:00,164,26
371.000,Fr.,HS 10,,False,False,False,-1,2024-07-05 10:15:00,2024-07-05 13:00:00,-1,27
239.124,Do.,HS 12,,False,False,False,-1,2024-03-14 15:30:00,2024-03-14 18:45:00,-1,11
239.124,Fr.,K 269D,,False,False,False,-1,2024-03-15 10:15:00,2024-03-15 13:30:00,-1,11
239.124,Do.,HS 14,,False,False,False,-1,2024-04-25 15:30:00,2024-04-25 18:45:00,-1,17
239.124,Fr.,K 269D,,False,False,False,-1,2024-04-26 10:15:00,2024-04-26 13:30:00,-1,17
239.124,Do.,HS 14,,False,False,False,-1,2024-06-06 15:30:00,2024-06-06 18:45:00,-1,23
239.124,Fr.,K 269D,,False,False,False,-1,2024-06-07 10:15:00,2024-06-07 13:30:00,-1,23
239.124,Fr.,HS 2,Klausur,True,False,False,-1,2024-06-14 13:45:00,2024-06-14 15:15:00,-1,24
239.124,Fr.,HS 18,NK,True,False,False,0,2024-07-12 13:45:00,2024-07-12 15:15:00,164,28
239.125,Mo.,K 269D,,False,False,False,-1,2024-03-04 13:45:00,2024-03-04 15:15:00,-1,10
239.125,Mo.,K 269D,,False,False,False,-1,2024-03-11 13:45:00,2024-03-11 15:15:00,-1,11
239.125,Mo.,K 269D,,False,False,False,-1,2024-03-18 13:45:00,2024-03-18 15:15:00,-1,12
239.125,Mo.,K 269D,,False,False,False,-1,2024-04-08 13:45:00,2024-04-08 15:15:00,-1,15
239.125,Mo.,K 269D,,False,False,False,-1,2024-04-22 13:45:00,2024-04-22 15:15:00,-1,17
239.125,Mo.,K 269D,,False,False,False,-1,2024-04-29 13:45:00,2024-04-29 15:15:00,-1,18
239.125,Mo.,K 269D,,False,False,False,-1,2024-05-06 13:45:00,2024-05-06 15:15:00,-1,19
239.125,Mo.,K 269D,,False,False,False,-1,2024-05-13 13:45:00,2024-05-13 15:15:00,-1,20
239.125,Mo.,K 269D,,False,False,False,-1,2024-05-27 13:45:00,2024-05-27 15:15:00,-1,22
239.125,Do.,Zoom,Q&A,False,False,False,-1,2024-06-06 17:15:00,2024-06-06 18:45:00,-1,23
239.125,Mo.,HS 1,Klausur,True,False,False,-1,2024-06-10 17:15:00,2024-06-10 18:45:00,-1,24
239.125,Mo.,MZ 003A,Einsicht,False,False,False,-1,2024-06-24 17:15:00,2024-06-24 18:45:00,-1,26
239.125,Mo.,HS 18,NK,True,False,False,0,2024-07-01 17:15:00,2024-07-01 18:45:00,164,27
239.126,Mo.,MZ 003A,,False,False,False,-1,2024-03-04 17:15:00,2024-03-04 18:45:00,-1,10
239.126,Mo.,MZ 003A,,False,False,False,-1,2024-03-11 17:15:00,2024-03-11 18:45:00,-1,11
239.126,Mo.,MZ 003A,,False,False,False,-1,2024-03-18 17:15:00,2024-03-18 18:45:00,-1,12
239.126,Mo.,MZ 003A,,False,False,False,-1,2024-04-08 17:15:00,2024-04-08 18:45:00,-1,15
239.126,Mo.,MZ 003A,,False,False,False,-1,2024-04-22 17:15:00,2024-04-22 18:45:00,-1,17
239.126,Mo.,MZ 412A,,False,False,False,-1,2024-04-29 18:15:00,2024-04-29 19:45:00,-1,18
239.126,Mo.,MZ 003A,,False,False,False,-1,2024-05-06 17:15:00,2024-05-06 18:45:00,-1,19
239.126,Mo.,MZ 003A,,False,False,False,-1,2024-05-13 17:15:00,2024-05-13 18:45:00,-1,20
239.126,Mo.,MZ 003A,,False,False,False,-1,2024-05-27 17:15:00,2024-05-27 18:45:00,-1,22
239.126,Do.,Zoom,Q&A,False,False,False,-1,2024-06-06 17:15:00,2024-06-06 18:45:00,-1,23
239.126,Mo.,HS 1,Klausur,True,False,False,-1,2024-06-10 17:15:00,2024-06-10 18:45:00,-1,24
239.126,Mo.,MZ 003A,Einsicht,False,False,False,-1,2024-06-24 17:15:00,2024-06-24 18:45:00,-1,26
239.126,Mo.,HS 18,NK,True,False,False,0,2024-07-01 17:15:00,2024-07-01 18:45:00,164,27
239.300,Fr.,MZ 412A,,False,False,False,-1,2024-04-19 12:00:00,2024-04-19 15:15:00,-1,16
239.300,Fr.,MZ 412A,,False,False,False,-1,2024-04-26 12:00:00,2024-04-26 15:15:00,-1,17
239.300,Fr.,MZ 412A,,False,False,False,-1,2024-05-03 12:00:00,2024-05-03 15:15:00,-1,18
239.300,Fr.,MZ 412A,,False,False,False,-1,2024-05-17 12:00:00,2024-05-17 15:15:00,-1,20
239.300,Fr.,MZ 412A,,False,False,False,-1,2024-05-24 12:00:00,2024-05-24 15:15:00,-1,21
239.300,Fr.,MZ 412A,,False,False,False,-1,2024-06-07 12:00:00,2024-06-07 15:15:00,-1,23
